===== XTB STOCK ANALYSIS DATABASE =====
Generated on: 2025-03-02 22:59:25
FORMAT: TICKER | PRICE | SIGMA | RECOMMENDATION
ELUXB.SE_4 | $9200.00 | 0.22963 | SELL - Low Sigma suggests limited profit potential
CMA.US_4 | $6412.00 | 0.42599 | HOLD - Moderate Sigma with mixed signals
MAXN.US_9 | $428.00 | 0.28246 | SELL - Low Sigma suggests limited profit potential
PSN.US | $5816.00 | 0.25545 | SELL - Low Sigma suggests limited profit potential
IU0E.DE | $52736.00 | 0.54001 | HOLD - Moderate Sigma with mixed signals
CM.US_4 | $6042.00 | 0.36279 | SELL - Low Sigma suggests limited profit potential
USRT.US_5 | $5987.00 | 0.50194 | HOLD - Moderate Sigma with mixed signals
LYXI.DE | $10618.00 | 0.33406 | SELL - Low Sigma suggests limited profit potential
TSM.US_9 | $18035.00 | 0.28972 | SELL - Low Sigma suggests limited profit potential
NOV.DE | $86250.00 | 0.54664 | HOLD - Moderate Sigma with mixed signals
GN.DK_4 | $12725.00 | 0.44448 | HOLD - Moderate Sigma with mixed signals
PAH3.DE_4 | $37560.00 | 0.46506 | HOLD - Moderate Sigma with mixed signals
CASY.US_4 | $41151.00 | 0.46229 | HOLD - Moderate Sigma with mixed signals
H4ZJ.DE | $363140.00 | 0.36473 | SELL - Low Sigma suggests limited profit potential
XYP1.DE | $1476600.00 | 0.39725 | SELL - Low Sigma suggests limited profit potential
NFE.US_4 | $996.00 | 0.30824 | SELL - Low Sigma suggests limited profit potential
VGVF.DE | $10750.00 | 0.32380 | SELL - Low Sigma suggests limited profit potential
CNP.US_4 | $3432.00 | 0.56977 | HOLD - Moderate Sigma with mixed signals
ATO.FR_9 | $30.00 | 0.66462 | BUY - Good Sigma with positive technical indicators
WFRD.US_4 | $6176.00 | 0.30806 | SELL - Low Sigma suggests limited profit potential
HR.US_9 | $1710.00 | 0.47678 | HOLD - Moderate Sigma with mixed signals
RBLX.US_9 | $6360.00 | 0.41200 | HOLD - Moderate Sigma with mixed signals
CMC.US_9 | $4828.00 | 0.44417 | HOLD - Moderate Sigma with mixed signals
BERY.US | $7209.00 | 0.53688 | HOLD - Moderate Sigma with mixed signals
HAFNI.NO | $4840.00 | 0.28468 | SELL - Low Sigma suggests limited profit potential
DD.US_4 | $8152.00 | 0.52978 | HOLD - Moderate Sigma with mixed signals
POLKADOT | $50934.00 | 0.52582 | HOLD - Moderate Sigma with mixed signals
FILECOIN | $3460.00 | 0.52659 | HOLD - Moderate Sigma with mixed signals
SDR.UK_4 | $3694.00 | 0.48433 | HOLD - Moderate Sigma with mixed signals
RVMD.US_9 | $4055.00 | 0.33269 | SELL - Low Sigma suggests limited profit potential
SEM.PT_9 | $1474.00 | 0.44158 | HOLD - Moderate Sigma with mixed signals
RMV.UK_9 | $6654.00 | 0.31841 | SELL - Low Sigma suggests limited profit potential
BHF.US_9 | $5894.00 | 0.47926 | HOLD - Moderate Sigma with mixed signals
WTR.US_9 | $3795.00 | 0.50114 | HOLD - Moderate Sigma with mixed signals
SHELL.NL_9 | $32170.00 | 0.40833 | HOLD - Moderate Sigma with mixed signals
MVOL.UK | $703500.00 | 0.58325 | HOLD - Moderate Sigma with mixed signals
TFC.US_9 | $4633.00 | 0.27668 | SELL - Low Sigma suggests limited profit potential
CA.FR_4 | $12770.00 | 0.22946 | SELL - Low Sigma suggests limited profit potential
HUN.US_9 | $1691.00 | 0.32133 | SELL - Low Sigma suggests limited profit potential
JD.UK_4 | $7806.00 | 0.25016 | SELL - Low Sigma suggests limited profit potential
A3M.ES_4 | $4942.00 | 0.55291 | HOLD - Moderate Sigma with mixed signals
NKE.US_4 | $7927.00 | 0.57641 | HOLD - Moderate Sigma with mixed signals
KDP.US_4 | $3344.00 | 0.64032 | BUY - Good Sigma with positive technical indicators
AAF.UK_4 | $14170.00 | 0.52726 | HOLD - Moderate Sigma with mixed signals
IS06.DE | $48725.00 | 0.45659 | HOLD - Moderate Sigma with mixed signals
COG.US_9 | $2698.00 | 0.33109 | SELL - Low Sigma suggests limited profit potential
SDRL.US | $2532.00 | 0.21717 | SELL - Low Sigma suggests limited profit potential
HOLN.CH_9 | $9874.00 | 0.51190 | HOLD - Moderate Sigma with mixed signals
WERN.US_4 | $3249.00 | 0.25318 | SELL - Low Sigma suggests limited profit potential
MCPHY.FR | $940.00 | 0.24403 | SELL - Low Sigma suggests limited profit potential
ASM.NL_4 | $50720.00 | 0.22576 | SELL - Low Sigma suggests limited profit potential
EKLD.DE | $21360.00 | 0.24676 | SELL - Low Sigma suggests limited profit potential
LDA.ES | $1132.00 | 0.37472 | SELL - Low Sigma suggests limited profit potential
BP.UK_4 | $43834.00 | 0.55087 | HOLD - Moderate Sigma with mixed signals
DOYU.US | $716.00 | 0.37137 | SELL - Low Sigma suggests limited profit potential
BETCO.SE | $11080.00 | 0.57322 | HOLD - Moderate Sigma with mixed signals
ABC.US_4 | $25292.00 | 0.46466 | HOLD - Moderate Sigma with mixed signals
TV.US_9 | $19500.00 | 0.52992 | HOLD - Moderate Sigma with mixed signals
NOVN.CH_9 | $97920.00 | 0.54786 | HOLD - Moderate Sigma with mixed signals
ABR.US_9 | $1236.00 | 0.41319 | HOLD - Moderate Sigma with mixed signals
WRT1V.FI_4 | $18187.00 | 0.60540 | BUY - Good Sigma with positive technical indicators
MBG.DE_4 | $59660.00 | 0.58084 | HOLD - Moderate Sigma with mixed signals
LAC.US | $263.00 | 0.29180 | SELL - Low Sigma suggests limited profit potential
BMBL.US_9 | $520.00 | 0.34060 | SELL - Low Sigma suggests limited profit potential
KOSS.US | $538.00 | 0.37857 | SELL - Low Sigma suggests limited profit potential
STLA.IT_4 | $12405.00 | 0.42692 | HOLD - Moderate Sigma with mixed signals
WDAY.US_9 | $26325.00 | 0.54113 | HOLD - Moderate Sigma with mixed signals
DSP5.FR | $62120.00 | 0.53830 | HOLD - Moderate Sigma with mixed signals
WGO.US_4 | $4032.00 | 0.37357 | SELL - Low Sigma suggests limited profit potential
EWH.US_5 | $174900.00 | 0.59069 | HOLD - Moderate Sigma with mixed signals
WEBG.DE | $11004.00 | 0.17080 | STRONG SELL - Very low Sigma indicates poor trading conditions
UAA.US_9 | $679.00 | 0.23551 | SELL - Low Sigma suggests limited profit potential
CURY.UK_4 | $9061.00 | 0.38397 | SELL - Low Sigma suggests limited profit potential
EMB.US_5 | $9189.00 | 0.55691 | HOLD - Moderate Sigma with mixed signals
PBF.US | $2133.00 | 0.37005 | SELL - Low Sigma suggests limited profit potential
MBRX.US | $12700.00 | 0.29171 | SELL - Low Sigma suggests limited profit potential
NEU.US_9 | $56946.00 | 0.72705 | BUY - Good Sigma with positive technical indicators
SASU.UK | $11992.00 | 0.18018 | STRONG SELL - Very low Sigma indicates poor trading conditions
IUKD.UK | $78690.00 | 0.61212 | BUY - Good Sigma with positive technical indicators
KLMH.DE | $470110.00 | 0.53394 | HOLD - Moderate Sigma with mixed signals
NEX.FR_4 | $9975.00 | 0.51289 | HOLD - Moderate Sigma with mixed signals
DLX.US_9 | $1644.00 | 0.28534 | SELL - Low Sigma suggests limited profit potential
STNE.US_4 | $922.00 | 0.58725 | HOLD - Moderate Sigma with mixed signals
OKTA.US_9 | $9051.00 | 0.44899 | HOLD - Moderate Sigma with mixed signals
ACWI.FR | $4954500.00 | 0.37441 | SELL - Low Sigma suggests limited profit potential
INSW.US | $3316.00 | 0.40513 | HOLD - Moderate Sigma with mixed signals
PEUG.FR_9 | $7330.00 | 0.43987 | HOLD - Moderate Sigma with mixed signals
ASML.NL_9 | $67790.00 | 0.27639 | SELL - Low Sigma suggests limited profit potential
SIGN.CH | $17950.00 | 0.35244 | SELL - Low Sigma suggests limited profit potential
VOLO.SE | $11160.00 | 0.52669 | HOLD - Moderate Sigma with mixed signals
LOCK.UK_9 | $91260.00 | 0.26962 | SELL - Low Sigma suggests limited profit potential
LHTC.DE | $15528.00 | 0.44586 | HOLD - Moderate Sigma with mixed signals
FEUI.DE | $63960.00 | 0.46898 | HOLD - Moderate Sigma with mixed signals
FAF.US_9 | $6562.00 | 0.47832 | HOLD - Moderate Sigma with mixed signals
CAP.FR_9 | $14945.00 | 0.30754 | SELL - Low Sigma suggests limited profit potential
PIC.US | $240.00 | 0.25570 | SELL - Low Sigma suggests limited profit potential
AVY.US_9 | $18793.00 | 0.45398 | HOLD - Moderate Sigma with mixed signals
TKR.US_9 | $8092.00 | 0.61814 | BUY - Good Sigma with positive technical indicators
SAMPO.FI_4 | $8417.00 | 0.53391 | HOLD - Moderate Sigma with mixed signals
JPNH.DE | $2155400.00 | 0.20320 | SELL - Low Sigma suggests limited profit potential
LRN.US_9 | $13663.00 | 0.47361 | HOLD - Moderate Sigma with mixed signals
2B77.DE | $76270.00 | 0.49444 | HOLD - Moderate Sigma with mixed signals
AXSM.US | $12689.00 | 0.81278 | STRONG BUY - High Sigma indicates significant trading opportunity with multiple confirming signals
NDAQ.US_9 | $8280.00 | 0.42738 | HOLD - Moderate Sigma with mixed signals
GSM.US_9 | $343.00 | 0.28143 | SELL - Low Sigma suggests limited profit potential
DOM.ES_4 | $2765.00 | 0.32481 | SELL - Low Sigma suggests limited profit potential
PWR.US_4 | $25741.00 | 0.39184 | SELL - Low Sigma suggests limited profit potential
VNO.US_4 | $4199.00 | 0.34486 | SELL - Low Sigma suggests limited profit potential
COST.US_9 | $104423.00 | 0.54683 | HOLD - Moderate Sigma with mixed signals
RVTY.US_4 | $11207.00 | 0.25518 | SELL - Low Sigma suggests limited profit potential
IBKR.US | $20434.00 | 0.64624 | BUY - Good Sigma with positive technical indicators
USDHUF | $38531.00 | 0.43024 | HOLD - Moderate Sigma with mixed signals
REMX.UK | $77060.00 | 0.22085 | SELL - Low Sigma suggests limited profit potential
ZBH.US_9 | $10389.00 | 0.30242 | SELL - Low Sigma suggests limited profit potential
RXPXEX.DE | $1270600.00 | 0.27642 | SELL - Low Sigma suggests limited profit potential
SIX.US_4 | $3192.00 | 0.72982 | BUY - Good Sigma with positive technical indicators
KMX.US_9 | $8276.00 | 0.33743 | SELL - Low Sigma suggests limited profit potential
MD.US_9 | $1473.00 | 0.60580 | BUY - Good Sigma with positive technical indicators
SZG.DE_4 | $19380.00 | 0.59918 | HOLD - Moderate Sigma with mixed signals
IAG.UK_4 | $35040.00 | 0.67413 | BUY - Good Sigma with positive technical indicators
UCTT.US_4 | $2446.00 | 0.25332 | SELL - Low Sigma suggests limited profit potential
AM.US | $1694.00 | 0.50425 | HOLD - Moderate Sigma with mixed signals
PSNL.US_9 | $413.00 | 0.51417 | HOLD - Moderate Sigma with mixed signals
ROR.UK_4 | $3261.00 | 0.28265 | SELL - Low Sigma suggests limited profit potential
EXK.US | $366.00 | 0.35397 | SELL - Low Sigma suggests limited profit potential
ACCO.US_9 | $466.00 | 0.45951 | HOLD - Moderate Sigma with mixed signals
ENR.DE_4 | $5463.00 | 0.68838 | BUY - Good Sigma with positive technical indicators
OIL | $7355.00 | 0.35151 | SELL - Low Sigma suggests limited profit potential
SVC.US | $296.00 | 0.57718 | HOLD - Moderate Sigma with mixed signals
XAAG.DE | $30580.00 | 0.59125 | HOLD - Moderate Sigma with mixed signals
PRU.UK_9 | $7276.00 | 0.62660 | BUY - Good Sigma with positive technical indicators
XDGU.DE | $122735.00 | 0.52907 | HOLD - Moderate Sigma with mixed signals
NVTS.US_9 | $243.00 | 0.34601 | SELL - Low Sigma suggests limited profit potential
VUKE.DE | $46410.00 | 0.45074 | HOLD - Moderate Sigma with mixed signals
MU.US_4 | $9342.00 | 0.43745 | HOLD - Moderate Sigma with mixed signals
JKHY.US_4 | $17324.00 | 0.44749 | HOLD - Moderate Sigma with mixed signals
LKQ.US_9 | $4216.00 | 0.52324 | HOLD - Moderate Sigma with mixed signals
Z.US_4 | $7652.00 | 0.45571 | HOLD - Moderate Sigma with mixed signals
NOKIASEK.SE_9 | $51440.00 | 0.54911 | HOLD - Moderate Sigma with mixed signals
RED.ES_9 | $17280.00 | 0.57360 | HOLD - Moderate Sigma with mixed signals
PNC.US_9 | $19130.00 | 0.26064 | SELL - Low Sigma suggests limited profit potential
ABEV.US_9 | $20600.00 | 0.57111 | HOLD - Moderate Sigma with mixed signals
JRGD.DE | $46990.00 | 0.22170 | SELL - Low Sigma suggests limited profit potential
NNN.US_4 | $4242.00 | 0.65309 | BUY - Good Sigma with positive technical indicators
ADNT.US_4 | $1575.00 | 0.28736 | SELL - Low Sigma suggests limited profit potential
PSA.US_4 | $30283.00 | 0.46143 | HOLD - Moderate Sigma with mixed signals
ITP.FR_9 | $4425.00 | 0.65433 | BUY - Good Sigma with positive technical indicators
HNST.US | $539.00 | 0.37060 | SELL - Low Sigma suggests limited profit potential
EXPD.US_9 | $11716.00 | 0.51456 | HOLD - Moderate Sigma with mixed signals
TDUP.US | $23500.00 | 0.68653 | BUY - Good Sigma with positive technical indicators
SX6PEX.DE_9 | $40660.00 | 0.64063 | BUY - Good Sigma with positive technical indicators
STORB.SE_9 | $14955.00 | 0.75557 | BUY - Good Sigma with positive technical indicators
BKH.US_9 | $6111.00 | 0.48030 | HOLD - Moderate Sigma with mixed signals
GCLX.UK | $11802.00 | 0.23977 | SELL - Low Sigma suggests limited profit potential
IUSL.DE_9 | $71510.00 | 0.23405 | SELL - Low Sigma suggests limited profit potential
ARB.UK | $375.00 | 0.36535 | SELL - Low Sigma suggests limited profit potential
CSX.US_9 | $3199.00 | 0.28191 | SELL - Low Sigma suggests limited profit potential
D.US_4 | $5653.00 | 0.51861 | HOLD - Moderate Sigma with mixed signals
AEE.US_4 | $10146.00 | 0.52683 | HOLD - Moderate Sigma with mixed signals
ENS.US_9 | $10127.00 | 0.50980 | HOLD - Moderate Sigma with mixed signals
AEG.US | $626.00 | 0.36274 | SELL - Low Sigma suggests limited profit potential
LYXA.DE | $1277900.00 | 0.42764 | HOLD - Moderate Sigma with mixed signals
ETFBWTECH.PL | $13680.00 | 0.64518 | BUY - Good Sigma with positive technical indicators
TNL.US_9 | $5566.00 | 0.50313 | HOLD - Moderate Sigma with mixed signals
CRI.US_9 | $4123.00 | 0.40563 | HOLD - Moderate Sigma with mixed signals
MGM.US_4 | $3468.00 | 0.52905 | HOLD - Moderate Sigma with mixed signals
UKW.UK_4 | $11290.00 | 0.41508 | HOLD - Moderate Sigma with mixed signals
ASM.US | $12200.00 | 0.53875 | HOLD - Moderate Sigma with mixed signals
GILT.US | $710.00 | 0.57067 | HOLD - Moderate Sigma with mixed signals
ODFL.US_9 | $17646.00 | 0.44702 | HOLD - Moderate Sigma with mixed signals
FDX.US_4 | $26222.00 | 0.36101 | SELL - Low Sigma suggests limited profit potential
NOV.US_4 | $1488.00 | 0.52722 | HOLD - Moderate Sigma with mixed signals
IPRE.DE | $45885.00 | 0.44787 | HOLD - Moderate Sigma with mixed signals
IUS6.DE | $1424350.00 | 0.43117 | HOLD - Moderate Sigma with mixed signals
TOM.NO_9 | $16750.00 | 0.65997 | BUY - Good Sigma with positive technical indicators
ABF.UK_4 | $18876.00 | 0.35346 | SELL - Low Sigma suggests limited profit potential
EL.FR_4 | $28430.00 | 0.46981 | HOLD - Moderate Sigma with mixed signals
JUP.UK_9 | $7310.00 | 0.25916 | SELL - Low Sigma suggests limited profit potential
SY1.DE_4 | $9667.00 | 0.43430 | HOLD - Moderate Sigma with mixed signals
OGN.US_4 | $1486.00 | 0.35766 | SELL - Low Sigma suggests limited profit potential
XAIX.DE | $13442.00 | 0.26242 | SELL - Low Sigma suggests limited profit potential
LLY.US_9 | $91962.00 | 0.50978 | HOLD - Moderate Sigma with mixed signals
AYEP.DE | $43245.00 | 0.56406 | HOLD - Moderate Sigma with mixed signals
SSTK.US_9 | $2142.00 | 0.36666 | SELL - Low Sigma suggests limited profit potential
EA.US_9 | $12907.00 | 0.50421 | HOLD - Moderate Sigma with mixed signals
SOI.FR_4 | $5721.00 | 0.53608 | HOLD - Moderate Sigma with mixed signals
RAM.PT | $710.00 | 0.59894 | HOLD - Moderate Sigma with mixed signals
AI.ES | $1256.00 | 0.68083 | BUY - Good Sigma with positive technical indicators
STERV.FI_4 | $10374.00 | 0.53877 | HOLD - Moderate Sigma with mixed signals
EURHUF | $40140.00 | 0.23517 | SELL - Low Sigma suggests limited profit potential
SUGAR | $1848.00 | 0.28143 | SELL - Low Sigma suggests limited profit potential
R2US.UK | $61820.00 | 0.36867 | SELL - Low Sigma suggests limited profit potential
ECL.US_4 | $26840.00 | 0.72001 | BUY - Good Sigma with positive technical indicators
INDT.SE | $30540.00 | 0.47245 | HOLD - Moderate Sigma with mixed signals
MSI.US_9 | $43971.00 | 0.33233 | SELL - Low Sigma suggests limited profit potential
NHY.NO_4 | $6576.00 | 0.42700 | HOLD - Moderate Sigma with mixed signals
CBG.UK_4 | $3199.00 | 0.56051 | HOLD - Moderate Sigma with mixed signals
SPY.US_5 | $59301.00 | 0.20465 | SELL - Low Sigma suggests limited profit potential
PLL.US | $708.00 | 0.26773 | SELL - Low Sigma suggests limited profit potential
OHLA.ES | $4792.00 | 0.75640 | BUY - Good Sigma with positive technical indicators
EVO.SE_4 | $82150.00 | 0.43973 | HOLD - Moderate Sigma with mixed signals
SLV.US_5 | $2827.00 | 0.36712 | SELL - Low Sigma suggests limited profit potential
ETFBS80TR.PL | $38965.00 | 0.41698 | HOLD - Moderate Sigma with mixed signals
ARDX.US | $535.00 | 0.52888 | HOLD - Moderate Sigma with mixed signals
GM.US_4 | $4907.00 | 0.42941 | HOLD - Moderate Sigma with mixed signals
AXFO.SE_4 | $22710.00 | 0.38465 | SELL - Low Sigma suggests limited profit potential
TWO.US | $1418.00 | 0.68760 | BUY - Good Sigma with positive technical indicators
GBPSGD | $170032.00 | 0.63610 | BUY - Good Sigma with positive technical indicators
ARCAD.NL_4 | $4784.00 | 0.16087 | STRONG SELL - Very low Sigma indicates poor trading conditions
BC8.DE_4 | $3285.00 | 0.61288 | BUY - Good Sigma with positive technical indicators
OMV.DE | $4224.00 | 0.62528 | BUY - Good Sigma with positive technical indicators
EBRO.ES_9 | $1640.00 | 0.39956 | SELL - Low Sigma suggests limited profit potential
VSCO.US_9 | $2669.00 | 0.19555 | STRONG SELL - Very low Sigma indicates poor trading conditions
BCE.US | $2310.00 | 0.48082 | HOLD - Moderate Sigma with mixed signals
ABNB.US_4 | $13856.00 | 0.58997 | HOLD - Moderate Sigma with mixed signals
SPPE.DE | $144795.00 | 0.37338 | SELL - Low Sigma suggests limited profit potential
AENA.ES_9 | $21380.00 | 0.43757 | HOLD - Moderate Sigma with mixed signals
INDI.US | $300.00 | 0.32505 | SELL - Low Sigma suggests limited profit potential
V60A.DE | $32460.00 | 0.36529 | SELL - Low Sigma suggests limited profit potential
UBSG.CH_9 | $30850.00 | 0.53947 | HOLD - Moderate Sigma with mixed signals
MCG.UK_4 | $6704.00 | 0.22519 | SELL - Low Sigma suggests limited profit potential
HRB.US_9 | $5442.00 | 0.36468 | SELL - Low Sigma suggests limited profit potential
VMC.US_9 | $24732.00 | 0.35397 | SELL - Low Sigma suggests limited profit potential
DLB.US_9 | $8164.00 | 0.53825 | HOLD - Moderate Sigma with mixed signals
VCT.UK_9 | $9220.00 | 0.41363 | HOLD - Moderate Sigma with mixed signals
CNAA.FR | $1439200.00 | 0.53583 | HOLD - Moderate Sigma with mixed signals
EPU.US | $4044.00 | 0.42209 | HOLD - Moderate Sigma with mixed signals
XBAS.DE | $18048.00 | 0.45943 | HOLD - Moderate Sigma with mixed signals
JUN3.DE_9 | $2912.00 | 0.56897 | HOLD - Moderate Sigma with mixed signals
MIDD.UK | $18886.00 | 0.31472 | SELL - Low Sigma suggests limited profit potential
V3GE.DE | $41400.00 | 0.46432 | HOLD - Moderate Sigma with mixed signals
BIRK.US_4 | $4938.00 | 0.36782 | SELL - Low Sigma suggests limited profit potential
BARC.UK_9 | $30810.00 | 0.60933 | BUY - Good Sigma with positive technical indicators
ZPRG.DE_5 | $31932.00 | 0.52754 | HOLD - Moderate Sigma with mixed signals
PPL.US_9 | $3523.00 | 0.47023 | HOLD - Moderate Sigma with mixed signals
IVZ.US_9 | $1739.00 | 0.43601 | HOLD - Moderate Sigma with mixed signals
SPPY.DE | $39800.00 | 0.17988 | STRONG SELL - Very low Sigma indicates poor trading conditions
UNP.US_9 | $24692.00 | 0.44277 | HOLD - Moderate Sigma with mixed signals
DRW8.DE_4 | $4510.00 | 0.42122 | HOLD - Moderate Sigma with mixed signals
VFC.US_4 | $2485.00 | 0.56521 | HOLD - Moderate Sigma with mixed signals
MXL.US_9 | $1449.00 | 0.33842 | SELL - Low Sigma suggests limited profit potential
EMN.US_9 | $9763.00 | 0.49942 | HOLD - Moderate Sigma with mixed signals
